State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,2024-09-30,5000.0,5000.0,5000.0
Haryana,Hissar,Hansi,Potato,Other,FAQ,2024-09-30,2000.0,2000.0,2000.0
Haryana,Hissar,Hansi,Spinach,Other,FAQ,2024-09-30,1500.0,2000.0,1800.0
Haryana,Jind,Narwana,Apple,Other,Medium,2024-09-30,2500.0,7000.0,5000.0
Haryana,Jind,"New Grain Market , Jind",Paddy(Dhan)(Basmati),Basmati 1509,FAQ,2024-09-30,2350.0,2720.0,2650.0
Haryana,Kaithal,Cheeka,Potato,Other,FAQ,2024-09-30,1500.0,1500.0,1500.0
Haryana,Karnal,"New Grain Market(main), Karnal",Cauliflower,Other,FAQ,2024-09-30,3000.0,5000.0,4000.0
Haryana,Karnal,"New Grain Market(main), Karnal",Potato,Other,FAQ,2024-09-30,1400.0,2000.0,1700.0
Haryana,Karnal,"New Grain Market(main), Karnal",Pumpkin,Other,FAQ,2024-09-30,1400.0,1500.0,1450.0
Haryana,Kurukshetra,Ladwa,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,2500.0,3000.0,2800.0
Haryana,Kurukshetra,Pehowa,Onion,Other,FAQ,2024-09-30,4000.0,4210.0,4120.0
Haryana,Kurukshetra,Pehowa,Potato,Other,FAQ,2024-09-30,1600.0,1620.0,1605.0
Haryana,Kurukshetra,Shahabad,Banana,Banana - Ripe,Medium,2024-09-30,2600.0,3000.0,2800.0
Haryana,Kurukshetra,Shahabad,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,1200.0,1800.0,1300.0
Haryana,Kurukshetra,Shahabad,Bottle gourd,Bottle Gourd,FAQ,2024-09-30,900.0,1300.0,1000.0
Haryana,Kurukshetra,Shahabad,Brinjal,Brinjal,FAQ,2024-09-30,1800.0,2800.0,2500.0
Haryana,Kurukshetra,Shahabad,Ginger(Dry),Vegitable-fresh,FAQ,2024-09-30,4800.0,5000.0,4900.0
Haryana,Kurukshetra,Shahabad,Pumpkin,Pumpkin,FAQ,2024-09-30,1400.0,1600.0,1500.0
Haryana,Kurukshetra,Shahabad,Raddish,Raddish,FAQ,2024-09-30,2000.0,3000.0,2500.0
Haryana,Kurukshetra,Shahabad,Tomato,Tomato,FAQ,2024-09-30,3500.0,4000.0,3800.0
Haryana,Kurukshetra,Thanesar,Banana,Other,Medium,2024-09-30,3000.0,4000.0,3500.0
Haryana,Kurukshetra,Thanesar,Carrot,Carrot,FAQ,2024-09-30,1500.0,2500.0,2000.0
Haryana,Kurukshetra,Thanesar,Cluster beans,Cluster Beans,FAQ,2024-09-30,3000.0,4000.0,3500.0
Haryana,Kurukshetra,Thanesar,Coriander(Leaves),Coriander,FAQ,2024-09-30,10000.0,20000.0,15000.0
Haryana,Kurukshetra,Thanesar,Ginger(Green),Green Ginger,FAQ,2024-09-30,3000.0,4000.0,3500.0
Haryana,Kurukshetra,Thanesar,Mint(Pudina),Mint(Pudina),FAQ,2024-09-30,3000.0,5000.0,4000.0
Haryana,Kurukshetra,Thanesar,Onion,Onion,FAQ,2024-09-30,3800.0,5200.0,4700.0
Haryana,Kurukshetra,Thanesar,Papaya,Papaya,Medium,2024-09-30,3500.0,4500.0,4000.0
Haryana,Kurukshetra,Thanesar,Pineapple,Pine Apple,Medium,2024-09-30,4000.0,6000.0,5000.0
Haryana,Kurukshetra,Thanesar,Pomegranate,Pomogranate,Medium,2024-09-30,10000.0,20000.0,15000.0
Haryana,Mahendragarh-Narnaul,Mohindergarh,Brinjal,Brinjal,FAQ,2024-09-30,1000.0,1800.0,1000.0
Haryana,Mahendragarh-Narnaul,Mohindergarh,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,1300.0,1500.0,1500.0
Haryana,Mahendragarh-Narnaul,Mohindergarh,Pomegranate,Pomogranate,Medium,2024-09-30,5000.0,8000.0,5000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Apple,Apple,Medium,2024-09-30,4000.0,6000.0,6000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Bitter gourd,Other,FAQ,2024-09-30,2000.0,2000.0,2000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Brinjal,Other,FAQ,2024-09-30,1500.0,2000.0,2000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Cabbage,Other,FAQ,2024-09-30,1000.0,2500.0,2000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Pointed gourd (Parval),Other,FAQ,2024-09-30,1500.0,2000.0,1800.0
Haryana,Mahendragarh-Narnaul,Narnaul,Pomegranate,Other,Medium,2024-09-30,8000.0,15000.0,15000.0
Haryana,Mahendragarh-Narnaul,Narnaul,Sponge gourd,Other,FAQ,2024-09-30,3000.0,3000.0,3000.0
Haryana,Panchkula,Raipur Rai,Capsicum,Capsicum,FAQ,2024-09-30,1800.0,2000.0,1800.0
Haryana,Panchkula,Raipur Rai,Onion,Other,FAQ,2024-09-30,2500.0,3000.0,2500.0
Haryana,Rohtak,Meham,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,2000.0,2000.0,2000.0
Haryana,Rohtak,Meham,Spinach,Other,FAQ,2024-09-30,1500.0,1500.0,1500.0
Haryana,Rohtak,Sampla,Apple,Other,Large,2024-09-30,5000.0,6000.0,6000.0
Haryana,Rohtak,Sampla,Banana,Other,Large,2024-09-30,2500.0,2500.0,2500.0
Haryana,Sirsa,Sirsa,Apple,Other,Medium,2024-09-30,2500.0,8500.0,5000.0
Haryana,Sirsa,Sirsa,Chikoos(Sapota),Other,Medium,2024-09-30,4000.0,4000.0,4000.0
Haryana,Sirsa,Sirsa,Cucumbar(Kheera),Other,FAQ,2024-09-30,1800.0,3000.0,2600.0
Haryana,Sonipat,Ganaur,Apple,Other,Medium,2024-09-30,6500.0,7000.0,6800.0
Haryana,Sonipat,Ganaur,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,2400.0,2500.0,2400.0
Haryana,Sonipat,Ganaur,Bottle gourd,Bottle Gourd,FAQ,2024-09-30,1000.0,1500.0,1200.0
Haryana,Sonipat,Ganaur,Garlic,Average,FAQ,2024-09-30,20000.0,24000.0,22000.0
Haryana,Sonipat,Ganaur,Lemon,Lemon,FAQ,2024-09-30,10000.0,12000.0,10000.0
Haryana,Sonipat,Ganaur,Raddish,Raddish,FAQ,2024-09-30,3000.0,3500.0,3200.0
Haryana,Sonipat,Gohana,Mousambi(Sweet Lime),Other,Large,2024-09-30,2500.0,3000.0,2800.0
Haryana,Sonipat,Gohana,Onion,Other,FAQ,2024-09-30,3000.0,5000.0,4000.0
Haryana,Sonipat,Sonepat(Kharkhoda),Onion,Other,FAQ,2024-09-30,3000.0,4200.0,3800.0
Haryana,Yamuna Nagar,Chhachrauli,Ginger(Dry),Dry,FAQ,2024-09-30,8500.0,8500.0,8500.0
Haryana,Yamuna Nagar,Jagadhri,Cabbage,Other,FAQ,2024-09-30,1400.0,2200.0,1800.0
Haryana,Yamuna Nagar,Jagadhri,Onion,Other,FAQ,2024-09-30,3300.0,4000.0,3500.0
Haryana,Yamuna Nagar,Radaur,Capsicum,Capsicum,FAQ,2024-09-30,4500.0,5000.0,4800.0
Haryana,Yamuna Nagar,Radaur,Lemon,Other,FAQ,2024-09-30,4200.0,6000.0,4500.0
Haryana,Yamuna Nagar,Radaur,Spinach,Other,FAQ,2024-09-30,1200.0,1500.0,1400.0
Himachal Pradesh,Chamba,Chamba,Banana,Other,Medium,2024-09-30,5000.0,5500.0,5250.0
Himachal Pradesh,Chamba,Chamba,Bottle gourd,Other,FAQ,2024-09-30,2000.0,3000.0,2500.0
Himachal Pradesh,Chamba,Chamba,Tomato,Other,FAQ,2024-09-30,5800.0,6200.0,6000.0
Himachal Pradesh,Hamirpur,Hamirpur,Banana,Other,Medium,2024-09-30,3400.0,3600.0,3500.0
Himachal Pradesh,Hamirpur,Hamirpur,Bitter gourd,Other,FAQ,2024-09-30,4000.0,4000.0,4000.0
Himachal Pradesh,Hamirpur,Hamirpur,Green Chilli,Other,FAQ,2024-09-30,6000.0,6500.0,6250.0
Himachal Pradesh,Hamirpur,Hamirpur,Guava,Other,Medium,2024-09-30,9500.0,9500.0,9500.0
Himachal Pradesh,Hamirpur,Hamirpur,Lemon,Other,FAQ,2024-09-30,11500.0,12000.0,11750.0
Himachal Pradesh,Hamirpur,Hamirpur,Onion,Other,FAQ,2024-09-30,5000.0,5500.0,5250.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Cauliflower,Other,FAQ,2024-09-30,7000.0,8000.0,7500.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Coriander(Leaves),Other,FAQ,2024-09-30,30000.0,30000.0,30000.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),French Beans (Frasbean),Other,FAQ,2024-09-30,5500.0,6000.0,5750.0
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),Peas Wet,Other,FAQ,2024-09-30,15000.0,17000.0,16000.0
Himachal Pradesh,Kangra,Kangra,Capsicum,Other,FAQ,2024-09-30,9000.0,10000.0,9500.0
Himachal Pradesh,Kangra,Kangra,Colacasia,Colacasia,FAQ,2024-09-30,5000.0,5200.0,5100.0
Himachal Pradesh,Kangra,Kangra,Coriander(Leaves),Other,FAQ,2024-09-30,15000.0,20000.0,18000.0
Himachal Pradesh,Kangra,Kangra,Mousambi(Sweet Lime),Other,Medium,2024-09-30,4000.0,5000.0,4500.0
Himachal Pradesh,Kangra,Kangra,Orange,Other,Medium,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra,Sponge gourd,Other,FAQ,2024-09-30,1500.0,2000.0,1800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Banana,Banana - Ripe,Medium,2024-09-30,3200.0,3600.0,3500.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,3600.0,3900.0,3800.0
Himachal Pradesh,Kangra,Kangra(Baijnath),Spinach,Other,FAQ,2024-09-30,4000.0,4500.0,4000.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Bottle gourd,Bottle Gourd,FAQ,2024-09-30,2000.0,2500.0,2200.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Cabbage,Cabbage,FAQ,2024-09-30,2000.0,3000.0,2500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Coriander(Leaves),Coriander,FAQ,2024-09-30,15000.0,20000.0,17000.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Mousambi(Sweet Lime),Mousambi,Medium,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),Tomato,Deshi,FAQ,2024-09-30,5500.0,6000.0,5700.0
Himachal Pradesh,Kullu,Bandrol,Persimon(Japani Fal),Other,Medium,2024-09-30,3000.0,6000.0,4500.0
Himachal Pradesh,Kullu,Bhuntar,Apple,Apple,Medium,2024-09-30,1000.0,5000.0,3000.0
Himachal Pradesh,Kullu,Bhuntar,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,2000.0,3000.0,2500.0
Himachal Pradesh,Kullu,Bhuntar,Brinjal,Other,FAQ,2024-09-30,2500.0,3000.0,2800.0
Himachal Pradesh,Kullu,Bhuntar,Cauliflower,Other,FAQ,2024-09-30,1000.0,4500.0,2500.0
Himachal Pradesh,Kullu,Bhuntar,French Beans (Frasbean),Other,FAQ,2024-09-30,3000.0,3200.0,3100.0
Himachal Pradesh,Kullu,Bhuntar,Pumpkin,Other,FAQ,2024-09-30,1500.0,2000.0,1800.0
Himachal Pradesh,Kullu,Bhuntar,Squash(Chappal Kadoo),Other,FAQ,2024-09-30,2500.0,4000.0,3500.0
Himachal Pradesh,Kullu,Kullu,Green Chilli,Other,FAQ,2024-09-30,3500.0,4500.0,4500.0
Himachal Pradesh,Kullu,Kullu,Pumpkin,Other,FAQ,2024-09-30,2800.0,3000.0,3000.0
Himachal Pradesh,Kullu,Kullu,Tomato,Other,FAQ,2024-09-30,1500.0,4500.0,4500.0
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),Raddish,Other,FAQ,2024-09-30,1800.0,2000.0,1900.0
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),Apple,Other,Medium,2024-09-30,1000.0,5000.0,4000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Brinjal,Other,FAQ,2024-09-30,1500.0,2800.0,2500.0
Himachal Pradesh,Mandi,Mandi(Mandi),Ginger(Green),Green Ginger,FAQ,2024-09-30,8000.0,11000.0,9000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,2024-09-30,16500.0,17500.0,17000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Onion,Onion,FAQ,2024-09-30,4500.0,5000.0,4800.0
Himachal Pradesh,Mandi,Mandi(Mandi),Papaya,Papaya,Medium,2024-09-30,3000.0,4000.0,3500.0
Himachal Pradesh,Mandi,Mandi(Mandi),Pear(Marasebu),Pears,Medium,2024-09-30,3000.0,5000.0,4000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Peas cod,Peas cod,FAQ,2024-09-30,12000.0,12000.0,12000.0
Himachal Pradesh,Mandi,Mandi(Mandi),Raddish,Raddish,FAQ,2024-09-30,1000.0,2500.0,2300.0
Himachal Pradesh,Mandi,Mandi(Mandi),Sponge gourd,Sponge gourd,FAQ,2024-09-30,1500.0,2500.0,2000.0
Himachal Pradesh,Mandi,Mandi(Takoli),Apple,Other,Medium,2024-09-30,1500.0,5500.0,4000.0
Himachal Pradesh,Mandi,Mandi(Takoli),Onion,Other,FAQ,2024-09-30,5000.0,5500.0,5300.0
Himachal Pradesh,Mandi,Mandi(Takoli),Persimon(Japani Fal),Persimon(Japani Fal),Medium,2024-09-30,2000.0,5500.0,4000.0
Himachal Pradesh,Mandi,Mandi(Takoli),Potato,Other,FAQ,2024-09-30,2000.0,2500.0,2300.0
Himachal Pradesh,Shimla,Mehndli,Apple,Royal Delicious,Medium,2024-09-30,2000.0,9000.0,6000.0
Himachal Pradesh,Shimla,Rohroo,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,3000.0,3000.0,3000.0
Himachal Pradesh,Shimla,Rohroo,Onion,1st Sort,FAQ,2024-09-30,6000.0,6500.0,6000.0
Himachal Pradesh,Shimla,Rohroo,Tomato,Deshi,FAQ,2024-09-30,1200.0,1500.0,1200.0
Himachal Pradesh,Shimla,Shimla,Bottle gourd,Bottle Gourd,FAQ,2024-09-30,1500.0,3000.0,2000.0
Himachal Pradesh,Shimla,Shimla,Colacasia,Colacasia,FAQ,2024-09-30,3500.0,6000.0,4500.0
Himachal Pradesh,Shimla,Shimla,Ginger(Green),Green Ginger,FAQ,2024-09-30,7000.0,15000.0,10000.0
Himachal Pradesh,Una,Santoshgarh,Brinjal,Round/Long,FAQ,2024-09-30,1300.0,1500.0,1400.0
Himachal Pradesh,Una,Santoshgarh,French Beans (Frasbean),Other,FAQ,2024-09-30,3000.0,3000.0,3000.0
Himachal Pradesh,Una,Santoshgarh,Green Chilli,Green Chilly,FAQ,2024-09-30,5000.0,5200.0,5100.0
Himachal Pradesh,Una,Santoshgarh,Onion,Onion,FAQ,2024-09-30,4400.0,4700.0,4550.0
Himachal Pradesh,Una,Santoshgarh,Pumpkin,Pumpkin,FAQ,2024-09-30,1300.0,1500.0,1400.0
Himachal Pradesh,Una,Una,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,1800.0,2300.0,2100.0
Himachal Pradesh,Una,Una,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,2000.0,3000.0,2500.0
Himachal Pradesh,Una,Una,Capsicum,Capsicum,FAQ,2024-09-30,9000.0,11000.0,10000.0
Himachal Pradesh,Una,Una,French Beans (Frasbean),Other,FAQ,2024-09-30,5000.0,6000.0,5500.0
Himachal Pradesh,Una,Una,Garlic,Other,FAQ,2024-09-30,27000.0,32000.0,29000.0
Himachal Pradesh,Una,Una,Guava,Guava,Medium,2024-09-30,9000.0,10000.0,9500.0
Himachal Pradesh,Una,Una,Lemon,Other,FAQ,2024-09-30,12000.0,12500.0,12250.0
Himachal Pradesh,Una,Una,Mousambi(Sweet Lime),Mousambi,Medium,2024-09-30,5200.0,5500.0,5350.0
Himachal Pradesh,Una,Una,Peas Wet,Peas Wet,FAQ,2024-09-30,12000.0,18000.0,15000.0
Himachal Pradesh,Una,Una,Pomegranate,Other,Medium,2024-09-30,10000.0,18000.0,14000.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Bottle gourd,Bottle Gourd,FAQ,2024-09-30,2500.0,3000.0,2750.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Brinjal,Other,FAQ,2024-09-30,2200.0,2500.0,2350.0
Jammu and Kashmir,Anantnag,Ashahipora (Anantnagh),Lemon,Lemon,FAQ,2024-09-30,12000.0,13000.0,12500.0
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Apple,Other,Small,2024-09-30,2500.0,2812.5,2656.25
Jammu and Kashmir,Badgam,Zaloosa-Chararishrief (F&V),Pear(Marasebu),Other,Small,2024-09-30,1666.67,1944.44,1805.56
Jammu and Kashmir,Jammu,Batote,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1800.0,2200.0,2000.0
Jammu and Kashmir,Jammu,Batote,Cucumbar(Kheera),Other,FAQ,2024-09-30,2300.0,2500.0,2400.0
Jammu and Kashmir,Jammu,Batote,Onion,Other,FAQ,2024-09-30,4200.0,4600.0,4400.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Banana,Other,Medium,2024-09-30,4000.0,4500.0,4250.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Lotus Sticks,Lotus Sticks,FAQ,2024-09-30,5000.0,6000.0,5500.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Orange,Nagpuri,Large,2024-09-30,4500.0,5500.0,5000.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Round gourd,Other,FAQ,2024-09-30,700.0,900.0,800.0
Jammu and Kashmir,Jammu,Narwal Jammu (F&V),Tomato,Other,FAQ,2024-09-30,5000.0,5600.0,5300.0
Jammu and Kashmir,Kathua,Kathua,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1500.0,2000.0,1750.0
Jammu and Kashmir,Kathua,Kathua,Brinjal,Other,FAQ,2024-09-30,2000.0,2200.0,2100.0
Jammu and Kashmir,Kathua,Kathua,Knool Khol,Other,FAQ,2024-09-30,1600.0,2000.0,1800.0
Jammu and Kashmir,Kathua,Kathua,Mousambi(Sweet Lime),Other,Medium,2024-09-30,5000.0,5500.0,5250.0
Jammu and Kashmir,Kathua,Kathua,Onion,Other,FAQ,2024-09-30,4400.0,4600.0,4500.0
Jammu and Kashmir,Kathua,Kathua,Orange,Nagpuri,Medium,2024-09-30,8000.0,8500.0,8250.0
Jammu and Kashmir,Kathua,Kathua,Pomegranate,Pomogranate,Medium,2024-09-30,12000.0,13000.0,12500.0
Jammu and Kashmir,Rajouri,Rajouri (F&V),Raddish,Other,FAQ,2024-09-30,4500.0,4700.0,4600.0
Jammu and Kashmir,Srinagar,Ganderbal,Apple,Delicious,Medium,2024-09-30,3125.0,4375.0,3750.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Banana - Green,Banana - Green,FAQ,2024-09-30,1600.0,2000.0,1800.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Beans,Beans (Whole),FAQ,2024-09-30,3200.0,4400.0,3600.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Bitter gourd,Bitter Gourd,FAQ,2024-09-30,1600.0,2000.0,1800.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Brinjal,Brinjal,FAQ,2024-09-30,1400.0,1600.0,1500.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Cabbage,Cabbage,FAQ,2024-09-30,1000.0,1200.0,1100.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Knool Khol,Knool Khol,FAQ,2024-09-30,2000.0,3000.0,2600.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Mousambi(Sweet Lime),Mousambi,Large,2024-09-30,3500.0,4200.0,3800.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Raddish,Raddish,FAQ,2024-09-30,2200.0,2500.0,2300.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,1600.0,2000.0,1800.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Seemebadnekai,Seemebadanekai,FAQ,2024-09-30,1400.0,1600.0,1500.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Sweet Pumpkin,Sweet Pumpkin,FAQ,2024-09-30,500.0,800.0,700.0
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore",Thondekai,Thondekai,FAQ,2024-09-30,1400.0,1800.0,1600.0
Karnataka,Bangalore,Ramanagara,Beans,Beans (Whole),FAQ,2024-09-30,6000.0,8000.0,7000.0
Karnataka,Bangalore,Ramanagara,Bhindi(Ladies Finger),Bhindi,FAQ,2024-09-30,1200.0,2000.0,1600.0
Karnataka,Bangalore,Ramanagara,Cabbage,Cabbage,FAQ,2024-09-30,600.0,800.0,700.0
Karnataka,Bangalore,Ramanagara,Carrot,Carrot,FAQ,2024-09-30,3000.0,4000.0,3600.0
Karnataka,Bangalore,Ramanagara,Cauliflower,Cauliflower,FAQ,2024-09-30,3000.0,4000.0,3600.0
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,1200.0,1400.0,1300.0
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,FAQ,2024-09-30,1600.0,2200.0,2000.0
Karnataka,Bangalore,Ramanagara,Tomato,Tomato,FAQ,2024-09-30,3000.0,4000.0,3500.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Brinjal,Other,FAQ,2024-09-30,150.0,800.0,450.0
Karnataka,Chamrajnagar,Chamaraj Nagar,Cabbage,Cabbage,FAQ,2024-09-30,600.0,1000.0,800.0
Karnataka,Chamrajnagar,Gundlupet,Brinjal,Other,FAQ,2024-09-30,700.0,800.0,750.0
Karnataka,Chamrajnagar,Gundlupet,Coconut,Grade-I,FAQ,2024-09-30,47000.0,47000.0,47000.0
Karnataka,Chamrajnagar,Gundlupet,Ragi (Finger Millet),Local,FAQ,2024-09-30,2800.0,3100.0,3000.0
Karnataka,Chamrajnagar,Gundlupet,Sunflower,Other,FAQ,2024-09-30,4250.0,5550.0,5100.0
Karnataka,Chamrajnagar,Gundlupet,Tomato,Tomato,FAQ,2024-09-30,2900.0,3000.0,2950.0
Karnataka,Chikmagalur,Chikkamagalore,Cauliflower,Local,FAQ,2024-09-30,1567.0,1767.0,1667.0
Karnataka,Chikmagalur,Chikkamagalore,Paddy(Dhan)(Common),Paddy fine,FAQ,2024-09-30,3775.0,3775.0,3775.0
Karnataka,Chikmagalur,Chikkamagalore,Tomato,Tomato,FAQ,2024-09-30,2686.0,2886.0,2786.0
Karnataka,Gadag,Laxmeshwar,Alasande Gram,Alasande Gram,FAQ,2024-09-30,2050.0,7789.0,5714.0
Karnataka,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,2024-09-30,2009.0,7839.0,6469.0
Karnataka,Gadag,Laxmeshwar,Jowar(Sorghum),Jowar ( White),FAQ,2024-09-30,1819.0,2669.0,2359.0
Karnataka,Gadag,Laxmeshwar,"Sesamum(Sesame,Gingelly,Til)",Black,FAQ,2024-09-30,10365.0,16800.0,13245.0
Karnataka,Hassan,Arasikere,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,2024-09-30,11300.0,11600.0,11300.0
Karnataka,Kolar,Chintamani,Beans,Beans (Whole),FAQ,2024-09-30,1500.0,3000.0,2500.0
Karnataka,Kolar,Chintamani,Green Chilli,Green Chilly,FAQ,2024-09-30,1800.0,3000.0,2500.0
Karnataka,Kolar,Chintamani,Tomato,Tomato,FAQ,2024-09-30,530.0,4460.0,1860.0
Karnataka,Kolar,Malur,Onion,Onion,FAQ,2024-09-30,4300.0,4800.0,4500.0
Karnataka,Madikeri(Kodagu),Madikeri,Black pepper,Malabar,FAQ,2024-09-30,30000.0,39000.0,36000.0
Karnataka,Mandya,Mandya,Gur(Jaggery),Other,FAQ,2024-09-30,3500.0,3780.0,3650.0
Karnataka,Mysore,Santhesargur,Cucumbar(Kheera),Cucumbar,FAQ,2024-09-30,1383.0,1383.0,1383.0
Karnataka,Shimoga,Shimoga,Drumstick,Drumstick,FAQ,2024-09-30,8800.0,9000.0,8900.0
Karnataka,Shimoga,Shimoga,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,2024-09-30,10500.0,11000.0,10750.0
Karnataka,Shimoga,Shimoga,Kulthi(Horse Gram),Horse gram (Whole),FAQ,2024-09-30,6000.0,7800.0,6900.0
Karnataka,Shimoga,Shimoga,Rice,Medium,FAQ,2024-09-30,3800.0,5500.0,4650.0
Karnataka,Shimoga,Shimoga,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2024-09-30,2800.0,3000.0,2900.0
Karnataka,Shimoga,Shimoga,Tomato,Tomato,FAQ,2024-09-30,2000.0,4800.0,3200.0
Karnataka,Tumkur,Madhugiri,Maize,Local,FAQ,2024-09-30,1700.0,2120.0,2100.0
Kerala,Alappuzha,Chengannur,Banana - Green,Banana - Green,FAQ,2024-09-30,3000.0,3500.0,3200.0
Kerala,Alappuzha,Chengannur,Colacasia,Colacasia,FAQ,2024-09-30,6500.0,7300.0,7000.0
Kerala,Alappuzha,Chengannur,Cucumbar(Kheera),Other,FAQ,2024-09-30,1500.0,1800.0,1600.0
Kerala,Alappuzha,Chengannur,Lemon,Lemon,FAQ,2024-09-30,0.0,0.0,14000.0
Kerala,Alappuzha,Chengannur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,2024-09-30,0.0,0.0,12000.0
Kerala,Alappuzha,Chengannur,Pumpkin,Other,FAQ,2024-09-30,1800.0,2100.0,2000.0
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,2024-09-30,5000.0,5500.0,5000.0
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,2024-09-30,3000.0,3500.0,3000.0
Kerala,Alappuzha,Kayamkulam,Bhindi(Ladies Finger),Other,FAQ,2024-09-30,1700.0,1900.0,1800.0
Kerala,Alappuzha,Kayamkulam,Cabbage,Other,FAQ,2024-09-30,2500.0,2700.0,2600.0
Kerala,Alappuzha,Kayamkulam,Cauliflower,Other,FAQ,2024-09-30,3200.0,3400.0,3300.0
Kerala,Alappuzha,Kayamkulam,French Beans (Frasbean),Other,FAQ,2024-09-30,4600.0,4800.0,4700.0
Kerala,Alappuzha,Mannar,Ashgourd,Other,FAQ,2024-09-30,2500.0,2700.0,2600.0
Kerala,Alappuzha,Mannar,Banana - Green,Other,FAQ,2024-09-30,5000.0,5300.0,5200.0
Kerala,Alappuzha,Thazhakkara  VFPCK,Bitter gourd,Bitter Gourd,FAQ,2024-09-30,3000.0,10000.0,5000.0
Kerala,Ernakulam,Aluva,Banana,Palayamthodan,Medium,2024-09-30,3500.0,5000.0,4300.0
Kerala,Ernakulam,Aluva,Elephant Yam (Suran),Other,FAQ,2024-09-30,5800.0,6500.0,6200.0
Kerala,Ernakulam,Aluva,Ginger(Green),Green Ginger,FAQ,2024-09-30,12000.0,18000.0,15000.0
Kerala,Ernakulam,Aluva,Green Chilli,Green Chilly,FAQ,2024-09-30,3000.0,6000.0,4500.0
